id,dia,mes,ano,casos confirmados,novos casos,recuperados,novos recuperados,obitos,novos obitos,dia da semana,media movel confirmados,media movel obitos
1,16,mar,2020,0,0,0,0,0,0,segunda-feira,0,0
2,17,mar,2020,1,1,0,0,0,0,terça-feira,0,0
3,18,mar,2020,1,0,0,0,0,0,quarta-feira,0,0
4,19,mar,2020,1,0,0,0,0,0,quinta-feira,0,0
5,20,mar,2020,3,2,0,0,0,0,sexta-feira,0,0
6,21,mar,2020,3,0,0,0,0,0,sabado,0,0
7,22,mar,2020,3,0,0,0,0,0,domingo,0.43,0.0
8,23,mar,2020,3,0,0,0,0,0,segunda-feira,0.43,0.0
9,24,mar,2020,3,0,0,0,0,0,terça-feira,0.29,0.0
10,25,mar,2020,3,0,0,0,0,0,quarta-feira,0.29,0.0
11,26,mar,2020,3,0,0,0,0,0,quinta-feira,0.29,0.0
12,27,mar,2020,3,0,0,0,0,0,sexta-feira,0.0,0.0
13,28,mar,2020,5,2,0,0,0,0,sabado,0.29,0.0
14,29,mar,2020,7,2,0,0,0,0,domingo,0.57,0.0
15,30,mar,2020,13,6,0,0,0,0,segunda-feira,1.43,0.0
16,31,mar,2020,24,11,3,3,0,0,terça-feira,3.0,0.0
17,01,abr,2020,26,2,3,0,0,0,quarta-feira,3.29,0.0
18,02,abr,2020,34,8,3,0,0,0,quinta-feira,4.43,0.0
19,03,abr,2020,36,2,5,2,1,1,sexta-feira,4.71,0.14
20,04,abr,2020,38,2,5,0,1,0,sabado,4.71,0.14
21,05,abr,2020,51,13,5,0,1,0,domingo,6.29,0.14
22,06,abr,2020,55,4,11,6,1,0,segunda-feira,6.0,0.14
23,07,abr,2020,58,3,19,8,2,1,terça-feira,4.86,0.29
24,08,abr,2020,60,2,33,14,2,0,quarta-feira,4.86,0.29
25,09,abr,2020,61,1,39,6,2,0,quinta-feira,3.86,0.29
26,10,abr,2020,65,4,39,0,3,1,sexta-feira,4.14,0.29
27,11,abr,2020,68,3,45,6,4,1,sabado,4.29,0.43
28,12,abr,2020,69,1,45,0,4,0,domingo,2.57,0.43
29,13,abr,2020,72,3,48,3,4,0,segunda-feira,2.43,0.43
30,14,abr,2020,74,2,50,2,4,0,terça-feira,2.29,0.29
31,15,abr,2020,74,0,50,0,4,0,quarta-feira,2.0,0.29
32,16,abr,2020,76,2,53,3,4,0,quinta-feira,2.14,0.29
33,17,abr,2020,81,5,53,0,5,1,sexta-feira,2.29,0.29
34,18,abr,2020,83,2,53,0,6,1,sabado,2.14,0.29
35,19,abr,2020,90,7,55,2,7,1,domingo,3.0,0.43
36,20,abr,2020,90,0,61,6,7,0,segunda-feira,2.57,0.43
37,21,abr,2020,90,0,66,5,8,1,terça-feira,2.29,0.57
38,22,abr,2020,90,0,65,0,8,0,quarta-feira,2.29,0.57
39,23,abr,2020,92,2,66,0,9,1,quinta-feira,2.29,0.71
40,24,abr,2020,93,1,66,0,10,1,sexta-feira,1.71,0.71
41,25,abr,2020,96,3,67,1,13,3,sabado,1.86,1.0
42,26,abr,2020,97,1,67,0,13,0,domingo,1.0,0.86
43,27,abr,2020,99,2,68,1,13,0,segunda-feira,1.29,0.86
44,28,abr,2020,100,1,69,1,13,0,terça-feira,1.43,0.71
45,29,abr,2020,102,2,70,1,13,0,quarta-feira,1.71,0.71
46,30,abr,2020,102,0,70,0,13,0,quinta-feira,1.43,0.57
47,01,mai,2020,104,2,71,1,13,0,sexta-feira,1.57,0.43
48,02,mai,2020,106,2,72,1,13,0,sabado,1.43,0.0
49,03,mai,2020,108,2,72,0,13,0,domingo,1.57,0.0
50,04,mai,2020,108,0,72,0,13,0,segunda-feira,1.29,0.0
51,05,mai,2020,110,2,76,4,13,0,terça-feira,1.43,0.0
52,06,mai,2020,110,0,76,0,14,1,quarta-feira,1.14,0.14
53,07,mai,2020,110,0,77,1,14,0,quinta-feira,1.14,0.14
54,08,mai,2020,112,2,88,11,14,0,sexta-feira,1.14,0.14
55,09,mai,2020,112,0,88,0,14,0,sabado,0.86,0.14
56,10,mai,2020,112,0,88,0,14,0,domingo,0.57,0.14
57,11,mai,2020,117,5,92,4,15,1,segunda-feira,1.29,0.29
58,12,mai,2020,120,3,92,0,15,0,terça-feira,1.43,0.29
59,13,mai,2020,122,2,95,3,15,0,quarta-feira,1.71,0.14
60,14,mai,2020,122,0,95,0,15,0,quinta-feira,1.71,0.14
61,15,mai,2020,125,3,98,3,15,0,sexta-feira,1.86,0.14
62,16,mai,2020,126,1,98,0,15,0,sabado,2.0,0.14
63,17,mai,2020,134,8,98,0,16,1,domingo,3.14,0.29
64,18,mai,2020,143,9,98,0,16,0,segunda-feira,3.71,0.14
65,19,mai,2020,162,19,101,3,18,2,terça-feira,6.0,0.43
66,20,mai,2020,175,13,105,4,18,0,quarta-feira,7.57,0.43
67,21,mai,2020,197,22,112,7,19,1,quinta-feira,10.71,0.57
68,22,mai,2020,226,29,120,8,20,1,sexta-feira,14.43,0.71
69,23,mai,2020,255,29,122,2,20,0,sabado,18.43,0.71
70,24,mai,2020,272,17,122,0,20,0,domingo,19.71,0.57
71,25,mai,2020,297,25,132,10,20,0,segunda-feira,22.0,0.57
72,26,mai,2020,306,9,132,0,20,0,terça-feira,20.57,0.29
73,27,mai,2020,321,15,176,44,21,1,quarta-feira,20.86,0.43
74,28,mai,2020,340,19,183,7,21,0,quinta-feira,20.43,0.29
75,29,mai,2020,366,26,197,14,22,1,sexta-feira,20.0,0.29
76,30,mai,2020,403,37,197,0,24,2,sabado,21.14,0.57
77,31,mai,2020,413,10,197,0,24,0,domingo,20.14,0.57
78,01,jun,2020,435,22,240,43,25,1,segunda-feira,19.71,0.71
79,02,jun,2020,452,17,270,30,28,3,terça-feira,20.86,1.14
80,03,jun,2020,492,40,295,25,30,2,quarta-feira,24.43,1.29
81,04,jun,2020,511,19,326,31,31,1,quinta-feira,24.43,1.43
82,05,jun,2020,540,29,342,16,31,0,sexta-feira,24.86,1.29
83,06,jun,2020,571,31,345,3,31,0,sabado,24.0,1.0
84,07,jun,2020,587,16,345,0,31,0,domingo,24.86,1.0
85,08,jun,2020,597,10,397,52,34,3,segunda-feira,23.14,1.29
86,09,jun,2020,641,44,439,42,34,0,terça-feira,27.0,0.86
87,10,jun,2020,676,35,462,23,34,0,quarta-feira,26.29,0.57
88,11,jun,2020,723,47,462,0,35,1,quinta-feira,30.29,0.57
89,12,jun,2020,735,12,463,1,37,2,sexta-feira,27.86,0.86
90,13,jun,2020,790,55,513,50,40,3,sabado,31.29,1.29
91,14,jun,2020,795,5,512,0,45,5,domingo,29.71,2.0
92,15,jun,2020,855,60,550,37,50,5,segunda-feira,36.86,2.29
93,16,jun,2020,893,38,577,27,51,1,terça-feira,36.0,2.43
94,17,jun,2020,915,22,612,35,53,2,quarta-feira,34.14,2.71
95,18,jun,2020,929,14,644,32,56,3,quinta-feira,29.43,3.0
96,19,jun,2020,997,68,644,0,59,3,sexta-feira,37.43,3.14
97,20,jun,2020,1042,45,645,1,60,1,sabado,36.0,2.86
98,21,jun,2020,1070,28,645,0,62,2,domingo,39.29,2.43
99,22,jun,2020,1080,10,723,78,62,0,segunda-feira,32.14,1.71
100,23,jun,2020,1096,16,778,55,64,2,terça-feira,29.0,1.86
101,24,jun,2020,1130,34,855,77,66,2,quarta-feira,30.71,1.86
102,25,jun,2020,1176,46,879,24,68,2,quinta-feira,35.29,1.71
103,26,jun,2020,1194,18,930,51,72,4,sexta-feira,28.14,1.86
104,27,jun,2020,1257,63,933,3,75,3,sabado,30.71,2.14
105,28,jun,2020,1294,37,933,0,76,1,domingo,32.0,2.0
106,29,jun,2020,1305,11,978,45,78,2,segunda-feira,32.14,2.29
107,30,jun,2020,1336,31,1011,33,81,3,terça-feira,34.29,2.43
108,01,jul,2020,1346,10,1051,40,82,1,quarta-feira,30.86,2.29
109,02,jul,2020,1370,24,1091,40,83,1,quinta-feira,27.71,2.14
110,03,jul,2020,1394,24,1145,54,85,2,sexta-feira,28.57,1.86
111,04,jul,2020,1455,61,1161,16,86,1,sabado,28.29,1.57
112,05,jul,2020,1559,104,1161,0,85,0,domingo,37.86,1.43
113,06,jul,2020,1592,33,1211,50,88,2,segunda-feira,41.0,1.43
114,07,jul,2020,1694,102,1310,99,90,2,terça-feira,51.14,1.29
115,08,jul,2020,1761,67,1366,56,91,1,quarta-feira,59.29,1.29
116,09,jul,2020,1800,39,1428,62,93,2,quinta-feira,61.43,1.43
117,10,jul,2020,1825,25,1486,58,93,0,sexta-feira,61.57,1.14
118,11,jul,2020,1890,65,1526,40,93,0,sabado,62.14,1.0
119,12,jul,2020,1897,7,1526,0,93,0,domingo,48.29,1.0
120,13,jul,2020,1926,29,1611,85,95,2,segunda-feira,47.71,1.0
121,14,jul,2020,2057,131,1658,47,97,2,terça-feira,51.86,1.0
122,15,jul,2020,2136,79,1700,42,97,0,quarta-feira,53.57,0.86
123,16,jul,2020,2244,108,1748,48,98,1,quinta-feira,63.43,0.71
124,17,jul,2020,2285,41,1837,89,99,1,sexta-feira,65.71,0.86
125,18,jul,2020,2370,85,1839,2,100,1,sabado,68.57,1.0
126,19,jul,2020,2403,33,1921,82,101,1,domingo,72.29,1.14
127,20,jul,2020,2441,38,2049,128,104,3,segunda-feira,73.57,1.29
128,21,jul,2020,2457,16,2112,63,105,1,terça-feira,57.14,1.14
129,22,jul,2020,2583,126,2219,107,107,2,quarta-feira,63.86,1.43
130,23,jul,2020,2673,90,2326,107,107,0,quinta-feira,61.29,1.29
131,24,jul,2020,2720,47,2411,85,109,2,sexta-feira,62.14,1.43
132,25,jul,2020,2819,99,2411,0,111,2,sabado,64.14,1.57
133,26,jul,2020,2862,43,2502,91,111,0,domingo,65.57,1.43
134,27,jul,2020,2913,51,2518,16,111,0,segunda-feira,67.43,1.0
135,28,jul,2020,2946,33,2586,68,112,1,terça-feira,69.86,1.0
136,29,jul,2020,3037,91,2626,40,112,0,quarta-feira,64.86,0.71
137,30,jul,2020,3136,99,2794,168,115,3,quinta-feira,66.14,1.14
138,31,jul,2020,3199,63,2879,85,118,3,sexta-feira,68.43,1.29
139,01,ago,2020,3304,105,2995,116,121,3,sabado,69.29,1.43
140,02,ago,2020,3341,37,2995,0,121,0,domingo,68.43,1.43
141,03,ago,2020,3402,61,3024,29,122,1,segunda-feira,69.86,1.57
142,04,ago,2020,3480,78,3078,54,124,2,terça-feira,76.29,1.71
143,05,ago,2020,3535,55,3150,72,126,2,quarta-feira,71.14,2.0
144,06,ago,2020,3566,31,3159,9,128,2,quinta-feira,61.43,1.86
145,07,ago,2020,3661,95,3336,177,129,1,sexta-feira,66.0,1.57
146,08,ago,2020,3709,48,3343,7,131,2,sabado,57.86,1.43
147,09,ago,2020,3750,41,3343,0,131,0,domingo,58.43,1.43
148,10,ago,2020,3799,49,3412,69,134,3,segunda-feira,56.71,1.71
149,11,ago,2020,3860,61,3512,100,137,3,terça-feira,54.29,1.86
150,12,ago,2020,3951,91,3583,71,138,1,quarta-feira,59.43,1.71
151,13,ago,2020,4034,83,3640,57,141,3,quinta-feira,66.86,1.86
152,14,ago,2020,4110,76,3748,108,142,1,sexta-feira,64.14,1.86
153,15,ago,2020,4208,98,3751,3,145,3,sabado,71.29,2.0
154,16,ago,2020,4245,37,3751,0,147,2,domingo,70.71,2.29
155,17,ago,2020,4293,48,3862,111,151,4,segunda-feira,70.57,2.43
156,18,ago,2020,4401,108,3895,33,152,1,terça-feira,77.29,2.14
157,19,ago,2020,4423,22,3968,73,152,0,quarta-feira,67.43,2.0
158,20,ago,2020,4503,80,4009,41,155,3,quinta-feira,67.0,2.0
159,21,ago,2020,4540,37,4010,1,156,1,sexta-feira,61.43,2.0
160,22,ago,2020,4670,130,4036,26,156,0,sabado,66.0,1.57
161,23,ago,2020,4821,151,4036,0,156,0,domingo,82.29,1.29
162,24,ago,2020,4963,142,4148,112,156,0,segunda-feira,95.71,0.71
163,25,ago,2020,5068,105,4488,340,158,2,terça-feira,95.29,0.86
164,26,ago,2020,5228,160,4600,112,158,0,quarta-feira,115.0,0.86
165,27,ago,2020,5371,143,4663,63,161,3,quinta-feira,124.0,0.86
166,28,ago,2020,5536,165,4881,218,162,1,sexta-feira,142.29,0.86
167,29,ago,2020,5680,144,4881,0,163,1,sabado,144.29,1.0
168,30,ago,2020,5829,149,5086,205,165,2,domingo,144.0,1.29
169,31,ago,2020,5896,67,5184,98,168,3,segunda-feira,133.29,1.71
170,01,set,2020,6070,174,5316,132,170,2,terça-feira,143.14,1.71
171,02,set,2020,6242,172,5600,284,174,4,quarta-feira,144.86,2.29
172,03,set,2020,6394,152,5724,124,179,5,quinta-feira,146.14,2.57
173,04,set,2020,6535,141,5866,142,183,4,sexta-feira,142.71,3.0
174,05,set,2020,6717,182,5925,59,186,3,sabado,148.14,3.29
175,06,set,2020,6880,163,5963,38,188,2,domingo,150.14,3.29
176,07,set,2020,7050,170,6003,40,192,4,segunda-feira,164.86,3.43
177,08,set,2020,7172,122,6334,331,196,4,terça-feira,157.43,3.71
178,09,set,2020,7380,208,6635,301,200,4,quarta-feira,162.57,3.71
179,10,set,2020,7493,113,6845,210,205,5,quinta-feira,157.0,3.71
180,11,set,2020,7619,126,7178,333,211,6,sexta-feira,154.86,4.0
181,12,set,2020,7829,210,7194,16,211,0,sabado,158.86,3.57
182,13,set,2020,7916,87,7206,12,212,1,domingo,148.0,3.43
183,14,set,2020,7993,77,7510,304,214,2,segunda-feira,134.71,3.14
184,15,set,2020,8159,166,7672,162,218,4,terça-feira,141.0,3.14
185,16,set,2020,8296,137,7762,90,221,3,quarta-feira,130.86,3.0
186,17,set,2020,8330,34,7879,117,224,3,quinta-feira,119.57,2.71
187,18,set,2020,8462,132,7989,110,228,4,sexta-feira,120.43,2.43
188,19,set,2020,8605,143,8029,40,231,3,sabado,110.86,2.86
189,20,set,2020,8691,86,8053,24,234,3,domingo,110.71,3.14
190,21,set,2020,8809,118,8266,213,236,2,segunda-feira,116.57,3.14
191,22,set,2020,9100,291,8523,257,237,1,terça-feira,134.43,2.71
192,23,set,2020,9281,181,8755,232,242,5,quarta-feira,140.71,3.0
193,24,set,2020,9391,110,8906,151,245,3,quinta-feira,151.57,3.0
194,25,set,2020,9578,187,9078,172,247,2,sexta-feira,159.43,2.71
195,26,set,2020,9768,190,9094,16,249,2,sabado,166.14,2.57
196,27,set,2020,9907,139,9144,50,251,2,domingo,173.71,2.43
197,28,set,2020,10020,113,9414,270,253,2,segunda-feira,173.0,2.43
198,29,set,2020,10125,105,9550,136,255,2,terça-feira,146.43,2.57
199,30,set,2020,10192,67,9630,80,258,3,quarta-feira,130.14,2.29
200,01,out,2020,10292,100,9770,140,262,4,quinta-feira,128.71,2.43
201,02,out,2020,10393,101,9856,86,265,3,sexta-feira,116.43,2.57
202,03,out,2020,10512,119,9859,3,265,0,sabado,106.29,2.29
203,04,out,2020,10707,195,9922,63,265,0,domingo,114.29,2.0
204,05,out,2020,10845,138,10332,410,268,3,segunda-feira,117.86,2.14
205,06,out,2020,11015,170,10507,175,270,2,terça-feira,127.14,2.14
206,07,out,2020,11100,85,10603,96,271,1,quarta-feira,129.71,1.86
207,08,out,2020,11202,102,10684,81,272,1,quinta-feira,130.0,1.43
208,09,out,2020,11272,70,10756,72,274,2,sexta-feira,125.57,1.29
209,10,out,2020,11315,43,10756,0,275,1,sabado,114.71,1.43
210,11,out,2020,11344,29,10759,3,276,1,domingo,91.0,1.57
211,12,out,2020,11380,36,10760,1,279,3,segunda-feira,76.43,1.57
212,13,out,2020,11401,21,10942,182,282,3,terça-feira,55.14,1.71
213,14,out,2020,11495,94,11004,62,285,3,quarta-feira,56.43,2.0
214,15,out,2020,11530,35,11049,45,288,3,quinta-feira,46.86,2.29
215,16,out,2020,11583,53,11116,67,289,1,sexta-feira,44.43,2.14
216,17,out,2020,11646,63,11119,3,291,2,sabado,47.29,2.29
217,18,out,2020,11687,41,11127,8,292,1,domingo,49.0,2.29
218,19,out,2020,11732,45,11235,108,294,2,segunda-feira,50.29,2.14
219,20,out,2020,11808,76,11293,58,296,2,terça-feira,58.14,2.0
220,21,out,2020,11898,90,11392,99,297,1,quarta-feira,57.57,1.71
221,22,out,2020,11969,71,11465,73,298,1,quinta-feira,62.71,1.43
222,23,out,2020,12056,87,11529,64,301,3,sexta-feira,67.57,1.71
223,24,out,2020,12170,114,11576,47,302,1,sabado,74.86,1.57
224,25,out,2020,12225,55,11608,32,302,0,domingo,76.86,1.43
225,26,out,2020,12249,24,11707,99,306,4,segunda-feira,73.86,1.71
226,27,out,2020,12301,52,11736,29,309,3,terça-feira,70.43,1.86
227,28,out,2020,12324,23,11825,89,310,1,quarta-feira,60.86,1.86
228,29,out,2020,12473,149,11912,87,311,1,quinta-feira,72.0,1.86
229,30,out,2020,12550,77,11912,0,314,3,sexta-feira,70.57,1.86
230,31,out,2020,12595,45,11912,0,315,1,sabado,60.71,1.86
231,01,nov,2020,12638,43,11916,4,317,2,domingo,59.0,2.14
232,02,nov,2020,12691,53,11931,15,317,0,segunda-feira,63.14,1.57
233,03,nov,2020,12730,39,12187,256,320,3,terça-feira,61.29,1.57
234,04,nov,2020,12762,32,12233,46,323,3,quarta-feira,62.57,1.86
235,05,nov,2020,12809,47,12292,59,325,2,quinta-feira,48.0,2.0
236,06,nov,2020,12885,76,12359,67,325,0,sexta-feira,47.86,1.57
237,07,nov,2020,12959,74,12369,10,326,1,sabado,52.0,1.57
238,08,nov,2020,13002,43,12385,16,327,1,domingo,52.0,1.43
239,09,nov,2020,13035,33,12507,122,329,2,segunda-feira,49.14,1.71
240,10,nov,2020,13091,56,12555,48,332,3,terça-feira,51.57,1.71
241,11,nov,2020,13169,78,12630,75,333,1,quarta-feira,58.14,1.43
242,12,nov,2020,13194,25,12652,22,335,2,quinta-feira,55.0,1.43
243,13,nov,2020,13234,40,12777,125,337,2,sexta-feira,49.86,1.71
244,14,nov,2020,13354,120,12777,0,337,0,sabado,56.43,1.57
245,15,nov,2020,13438,84,12792,15,338,1,domingo,62.29,1.57
246,16,nov,2020,13480,42,12961,169,339,1,segunda-feira,63.57,1.43
247,17,nov,2020,13603,123,13024,63,340,1,terça-feira,73.14,1.14
248,18,nov,2020,13659,56,13096,72,341,1,quarta-feira,70.0,1.14
249,19,nov,2020,13796,137,13257,161,342,1,quinta-feira,86.0,1.0
250,20,nov,2020,13980,184,13358,101,342,0,sexta-feira,106.57,0.71
251,21,nov,2020,14105,125,13359,1,344,2,sabado,107.29,1.0
252,22,nov,2020,14217,112,13504,145,344,0,domingo,111.29,0.86
253,23,nov,2020,14271,54,13659,155,347,3,segunda-feira,113.0,1.14
254,24,nov,2020,14324,53,13742,83,349,2,terça-feira,103.0,1.29
255,25,nov,2020,14562,238,13882,140,349,0,quarta-feira,129.0,1.14
256,26,nov,2020,14699,137,14025,143,349,0,quinta-feira,129.0,1.0
257,27,nov,2020,14788,89,14108,83,351,2,sexta-feira,115.43,1.29
